LGAs,Local Government Area,Output Year,Police Region,Police Regions,Selected Year,Year,Year Ending,Year ending,Criminial Incident Rate,Incidents Recorded,"Rate per 100,000 population",레코드 수
참, Swan Hill,2020,4 Western,참,거짓,2020,참,June,"8,182.70","1,757","8,182.70",1
참, Mitchell,2020,2 Eastern,참,거짓,2020,참,June,"6,604.30","3,169","6,604.30",1
참, Pyrenees,2020,4 Western,참,거짓,2020,참,June,"4,820.70",363,"4,820.70",1
참, Greater Shepparton,2020,2 Eastern,참,거짓,2020,참,June,"9,253.00","6,327","9,253.00",1
참, Yarra Ranges,2020,2 Eastern,참,거짓,2020,참,June,"3,870.60","6,141","3,870.60",1
참, Unincorporated Vic,2020,Unincorporated Vic,거짓,거짓,2020,참,June,,110,,1
참, Buloke,2020,4 Western,참,거짓,2020,참,June,"4,572.10",281,"4,572.10",1
참, Moorabool,2020,4 Western,참,거짓,2020,참,June,"4,631.00","1,708","4,631.00",1
참, Moonee Valley,2020,1 North West Metro,참,거짓,2020,참,June,"5,242.30","6,638","5,242.30",1
참, East Gippsland,2020,2 Eastern,참,거짓,2020,참,June,"7,666.90","3,664","7,666.90",1
참, Mildura,2020,4 Western,참,거짓,2020,참,June,"9,616.30","5,506","9,616.30",1
참, Greater Dandenong,2020,3 Southern Metro,참,거짓,2020,참,June,"8,800.60","14,563","8,800.60",1
참, Strathbogie,2020,2 Eastern,참,거짓,2020,참,June,"3,842.40",428,"3,842.40",1
참, Benalla,2020,2 Eastern,참,거짓,2020,참,June,"6,616.50",950,"6,616.50",1
참, Corangamite,2020,4 Western,참,거짓,2020,참,June,"3,581.00",576,"3,581.00",1
참, Brimbank,2020,1 North West Metro,참,거짓,2020,참,June,"7,658.40","15,623","7,658.40",1
참, Monash,2020,2 Eastern,참,거짓,2020,참,June,"4,745.80","9,522","4,745.80",1
참, Mount Alexander,2020,4 Western,참,거짓,2020,참,June,"4,255.00",847,"4,255.00",1
참, Mornington Peninsula,2020,3 Southern Metro,참,거짓,2020,참,June,"5,124.40","8,707","5,124.40",1
참, Southern Grampians,2020,4 Western,참,거짓,2020,참,June,"5,388.70",888,"5,388.70",1
참, Ballarat,2020,4 Western,참,거짓,2020,참,June,"7,585.50","8,456","7,585.50",1
참, Ararat,2020,4 Western,참,거짓,2020,참,June,"8,423.00","1,002","8,423.00",1
참, Murrindindi,2020,2 Eastern,참,거짓,2020,참,June,"4,223.10",627,"4,223.10",1
참, Warrnambool,2020,4 Western,참,거짓,2020,참,June,"6,773.60","2,395","6,773.60",1
참, Campaspe,2020,4 Western,참,거짓,2020,참,June,"6,908.20","2,647","6,908.20",1
참, Central Goldfields,2020,4 Western,참,거짓,2020,참,June,"6,459.90",858,"6,459.90",1
참, Horsham,2020,4 Western,참,거짓,2020,참,June,"7,159.40","1,457","7,159.40",1
참, Port Phillip,2020,3 Southern Metro,참,거짓,2020,참,June,"8,931.90","9,868","8,931.90",1
참, Melbourne,2020,1 North West Metro,참,거짓,2020,참,June,"15,440.30","26,373","15,440.30",1
참, Justice Institutions and Immigration Facilities,2020,Justice Institutions and Immigration Facilities,거짓,거짓,2020,참,June,,"1,424",,1
참, Boroondara,2020,2 Eastern,참,거짓,2020,참,June,"3,807.60","6,767","3,807.60",1
참, Wellington,2020,2 Eastern,참,거짓,2020,참,June,"7,359.70","3,314","7,359.70",1
참, Baw Baw,2020,2 Eastern,참,거짓,2020,참,June,"6,471.10","3,601","6,471.10",1
참, Nillumbik,2020,1 North West Metro,참,거짓,2020,참,June,"2,531.30","1,626","2,531.30",1
참, Queenscliffe,2020,4 Western,참,거짓,2020,참,June,"3,172.50",98,"3,172.50",1
참, Yarra,2020,1 North West Metro,참,거짓,2020,참,June,"11,853.30","11,444","11,853.30",1
참, Loddon,2020,4 Western,참,거짓,2020,참,June,"4,761.90",364,"4,761.90",1
참, Manningham,2020,2 Eastern,참,거짓,2020,참,June,"2,799.30","3,578","2,799.30",1
참, Whittlesea,2020,1 North West Metro,참,거짓,2020,참,June,"5,228.50","12,062","5,228.50",1
참, Hobsons Bay,2020,1 North West Metro,참,거짓,2020,참,June,"4,986.90","4,741","4,986.90",1
참, Bass Coast,2020,2 Eastern,참,거짓,2020,참,June,"4,767.30","1,853","4,767.30",1
참, Moreland,2020,1 North West Metro,참,거짓,2020,참,June,"6,131.90","11,026","6,131.90",1
참, Golden Plains,2020,4 Western,참,거짓,2020,참,June,"1,924.20",468,"1,924.20",1
참, Whitehorse,2020,2 Eastern,참,거짓,2020,참,June,"4,176.70","7,377","4,176.70",1
참, Maroondah,2020,2 Eastern,참,거짓,2020,참,June,"4,963.80","5,864","4,963.80",1
참, Banyule,2021,1 North West Metro,참,거짓,2021,참,June,"4,862.00","6,193","4,862.00",1
참, Benalla,2021,2 Eastern,참,거짓,2021,참,June,"6,943.40","1,002","6,943.40",1
참, Melbourne,2021,1 North West Metro,참,거짓,2021,참,June,"16,651.50","25,589","16,651.50",1
참, Northern Grampians,2021,4 Western,참,거짓,2021,참,June,"7,522.10",894,"7,522.10",1
참, Stonnington,2021,3 Southern Metro,참,거짓,2021,참,June,"8,346.00","8,870","8,346.00",1
참, Wangaratta,2021,2 Eastern,참,거짓,2021,참,June,"5,474.10","1,628","5,474.10",1
참, Yarra,2021,1 North West Metro,참,거짓,2021,참,June,"11,230.80","10,281","11,230.80",1
참, Buloke,2021,4 Western,참,거짓,2021,참,June,"3,491.00",214,"3,491.00",1
참, Manningham,2021,2 Eastern,참,거짓,2021,참,June,"2,629.80","3,309","2,629.80",1
참, Moonee Valley,2021,1 North West Metro,참,거짓,2021,참,June,"5,017.70","6,170","5,017.70",1
참, Bass Coast,2021,2 Eastern,참,거짓,2021,참,June,"5,260.70","2,138","5,260.70",1
참, Ararat,2021,4 Western,참,거짓,2021,참,June,"9,457.70","1,118","9,457.70",1
참, West Wimmera,2021,4 Western,참,거짓,2021,참,June,"3,017.30",120,"3,017.30",1
참, Greater Bendigo,2021,4 Western,참,거짓,2021,참,June,"6,583.00","7,980","6,583.00",1
참, Latrobe,2021,2 Eastern,참,거짓,2021,참,June,"11,371.70","8,766","11,371.70",1
거짓,Total,2021,4 Western,참,거짓,2021,참,June,"5,574.70","58,390","5,574.70",1
거짓,Total,2021,Unincorporated Vic,거짓,거짓,2021,참,June,,31,,1
거짓,Total,2021,3 Southern Metro,참,거짓,2021,참,June,"5,525.60","87,454","5,525.60",1
거짓,Total,2021,1 North West Metro,참,거짓,2021,참,June,"6,582.10","145,751","6,582.10",1
거짓,Total,2021,2 Eastern,참,거짓,2021,참,June,"4,963.70","84,513","4,963.70",1
거짓,Total,2021,Justice Institutions and Immigration Facilities,거짓,거짓,2021,참,June,,"1,185",,1
참, Moorabool,2021,4 Western,참,거짓,2021,참,June,"5,243.40","1,987","5,243.40",1
참, Whittlesea,2021,1 North West Metro,참,거짓,2021,참,June,"4,818.80","11,170","4,818.80",1
참, Hobsons Bay,2021,1 North West Metro,참,거짓,2021,참,June,"4,803.00","4,432","4,803.00",1
참, Glenelg,2021,4 Western,참,거짓,2021,참,June,"5,300.20","1,063","5,300.20",1
참, East Gippsland,2021,2 Eastern,참,거짓,2021,참,June,"7,368.00","3,570","7,368.00",1
참, Nillumbik,2021,1 North West Metro,참,거짓,2021,참,June,"2,326.10","1,476","2,326.10",1
참, Mount Alexander,2021,4 Western,참,거짓,2021,참,June,"3,466.60",697,"3,466.60",1
참, Mildura,2021,4 Western,참,거짓,2021,참,June,"7,423.30","4,229","7,423.30",1
참, Casey,2021,3 Southern Metro,참,거짓,2021,참,June,"4,237.60","15,656","4,237.60",1
참, Hume,2021,1 North West Metro,참,거짓,2021,참,June,"6,179.10","15,253","6,179.10",1
참, Cardinia,2021,3 Southern Metro,참,거짓,2021,참,June,"4,600.00","5,498","4,600.00",1
참, Indigo,2021,2 Eastern,참,거짓,2021,참,June,"2,417.50",417,"2,417.50",1
참, Towong,2021,2 Eastern,참,거짓,2021,참,June,"2,717.10",168,"2,717.10",1
참, Pyrenees,2021,4 Western,참,거짓,2021,참,June,"4,466.00",340,"4,466.00",1
참, Colac-Otway,2021,4 Western,참,거짓,2021,참,June,"5,030.50","1,122","5,030.50",1
참, Murrindindi,2021,2 Eastern,참,거짓,2021,참,June,"4,202.50",636,"4,202.50",1
참, Warrnambool,2021,4 Western,참,거짓,2021,참,June,"6,321.50","2,239","6,321.50",1
참, Mitchell,2021,2 Eastern,참,거짓,2021,참,June,"6,022.10","2,992","6,022.10",1
참, Moira,2021,2 Eastern,참,거짓,2021,참,June,"5,630.80","1,709","5,630.80",1
참, Maribyrnong,2021,1 North West Metro,참,거짓,2021,참,June,"8,191.20","7,077","8,191.20",1
참, Port Phillip,2021,3 Southern Metro,참,거짓,2021,참,June,"9,941.30","10,290","9,941.30",1
참, Boroondara,2021,2 Eastern,참,거짓,2021,참,June,"3,236.60","5,499","3,236.60",1
참, Macedon Ranges,2021,4 Western,참,거짓,2021,참,June,"3,396.90","1,752","3,396.90",1
참, Loddon,2021,4 Western,참,거짓,2021,참,June,"5,558.40",428,"5,558.40",1
참, Horsham,2021,4 Western,참,거짓,2021,참,June,"7,040.10","1,434","7,040.10",1
참, Kingston,2021,3 Southern Metro,참,거짓,2021,참,June,"4,793.60","7,649","4,793.60",1
참, Wodonga,2021,2 Eastern,참,거짓,2021,참,June,"5,492.90","2,372","5,492.90",1
참, Ballarat,2021,4 Western,참,거짓,2021,참,June,"6,402.80","7,266","6,402.80",1
참, Wellington,2021,2 Eastern,참,거짓,2021,참,June,"6,824.80","3,102","6,824.80",1
참, Campaspe,2021,4 Western,참,거짓,2021,참,June,"6,301.70","2,429","6,301.70",1
참, Melton,2021,1 North West Metro,참,거짓,2021,참,June,"5,306.70","9,617","5,306.70",1
참, Greater Dandenong,2021,3 Southern Metro,참,거짓,2021,참,June,"8,449.70","13,534","8,449.70",1
참, Yarra Ranges,2021,2 Eastern,참,거짓,2021,참,June,"3,734.60","5,879","3,734.60",1
참, Queenscliffe,2021,4 Western,참,거짓,2021,참,June,"2,411.10",78,"2,411.10",1
참, Knox,2021,2 Eastern,참,거짓,2021,참,June,"4,863.40","7,805","4,863.40",1
참, Bayside,2021,3 Southern Metro,참,거짓,2021,참,June,"3,583.30","3,667","3,583.30",1
참, Justice Institutions and Immigration Facilities,2021,Justice Institutions and Immigration Facilities,거짓,거짓,2021,참,June,,"1,185",,1
참, Moreland,2021,1 North West Metro,참,거짓,2021,참,June,"5,822.30","10,104","5,822.30",1
참, Golden Plains,2021,4 Western,참,거짓,2021,참,June,"1,788.70",445,"1,788.70",1
참, Frankston,2021,3 Southern Metro,참,거짓,2021,참,June,"6,805.70","9,583","6,805.70",1
참, Whitehorse,2021,2 Eastern,참,거짓,2021,참,June,"3,860.60","6,608","3,860.60",1
참, Central Goldfields,2021,4 Western,참,거짓,2021,참,June,"5,828.70",780,"5,828.70",1
참, Maroondah,2021,2 Eastern,참,거짓,2021,참,June,"4,882.00","5,667","4,882.00",1
참, Darebin,2021,1 North West Metro,참,거짓,2021,참,June,"7,533.80","11,326","7,533.80",1
참, Moyne,2021,4 Western,참,거짓,2021,참,June,"2,943.70",509,"2,943.70",1
참, Yarriambiack,2021,4 Western,참,거짓,2021,참,June,"4,530.80",295,"4,530.80",1
참, Baw Baw,2021,2 Eastern,참,거짓,2021,참,June,"5,951.70","3,427","5,951.70",1
참, Wyndham,2021,1 North West Metro,참,거짓,2021,참,June,"4,301.60","12,741","4,301.60",1
참, Hepburn,2021,4 Western,참,거짓,2021,참,June,"2,791.90",460,"2,791.90",1
참, Greater Geelong,2021,4 Western,참,거짓,2021,참,June,"5,600.60","15,165","5,600.60",1
참, Southern Grampians,2021,4 Western,참,거짓,2021,참,June,"4,742.80",782,"4,742.80",1
참, Swan Hill,2021,4 Western,참,거짓,2021,참,June,"8,600.30","1,839","8,600.30",1
참, Mansfield,2021,2 Eastern,참,거짓,2021,참,June,"3,955.70",400,"3,955.70",1
참, Hindmarsh,2021,4 Western,참,거짓,2021,참,June,"5,533.90",313,"5,533.90",1
참, Greater Shepparton,2021,2 Eastern,참,거짓,2021,참,June,"8,632.30","5,915","8,632.30",1
참, Monash,2021,2 Eastern,참,거짓,2021,참,June,"4,853.60","9,370","4,853.60",1
참, Alpine,2021,2 Eastern,참,거짓,2021,참,June,"2,827.60",372,"2,827.60",1
참, South Gippsland,2021,2 Eastern,참,거짓,2021,참,June,"4,226.70","1,284","4,226.70",1
참, Surf Coast,2021,4 Western,참,거짓,2021,참,June,"3,117.80","1,173","3,117.80",1
참, Strathbogie,2021,2 Eastern,참,거짓,2021,참,June,"4,206.30",478,"4,206.30",1
참, Glen Eira,2021,3 Southern Metro,참,거짓,2021,참,June,"3,780.10","5,696","3,780.10",1
참, Corangamite,2021,4 Western,참,거짓,2021,참,June,"3,830.60",614,"3,830.60",1
참, Brimbank,2021,1 North West Metro,참,거짓,2021,참,June,"7,280.70","14,322","7,280.70",1
참, Mornington Peninsula,2021,3 Southern Metro,참,거짓,2021,참,June,"4,114.70","7,011","4,114.70",1
참, Gannawarra,2021,4 Western,참,거짓,2021,참,June,"5,889.60",625,"5,889.60",1
참, Unincorporated Vic,2021,Unincorporated Vic,거짓,거짓,2021,참,June,,31,,1
참, Port Phillip,2022,3 Southern Metro,참,참,2022,참,June,"8,900.30","9,185","8,900.30",1
참, Boroondara,2022,2 Eastern,참,참,2022,참,June,"3,246.70","5,468","3,246.70",1
참, Wellington,2022,2 Eastern,참,참,2022,참,June,"6,632.40","3,038","6,632.40",1
참, Bayside,2022,3 Southern Metro,참,참,2022,참,June,"3,460.30","3,495","3,460.30",1
참, Moorabool,2022,4 Western,참,참,2022,참,June,"3,747.80","1,456","3,747.80",1
참, Cardinia,2022,3 Southern Metro,참,참,2022,참,June,"3,690.90","4,531","3,690.90",1
참, East Gippsland,2022,2 Eastern,참,참,2022,참,June,"7,439.00","3,654","7,439.00",1
참, Casey,2022,3 Southern Metro,참,참,2022,참,June,"3,684.90","13,891","3,684.90",1
참, Hepburn,2022,4 Western,참,참,2022,참,June,"2,663.30",443,"2,663.30",1
참, Northern Grampians,2022,4 Western,참,참,2022,참,June,"6,661.40",793,"6,661.40",1
거짓,Total,2022,3 Southern Metro,참,참,2022,참,June,"4,880.20","77,435","4,880.20",1
거짓,Total,2022,Unincorporated Vic,거짓,참,2022,참,June,,85,,1
거짓,Total,2022,4 Western,참,참,2022,참,June,"5,399.00","57,352","5,399.00",1
거짓,Total,2022,2 Eastern,참,참,2022,참,June,"4,459.80","76,011","4,459.80",1
거짓,Total,2022,Justice Institutions and Immigration Facilities,거짓,참,2022,참,June,,860,,1
거짓,Total,2022,1 North West Metro,참,참,2022,참,June,"5,789.50","129,597","5,789.50",1
참, Queenscliffe,2022,4 Western,참,참,2022,참,June,"3,292.00",110,"3,292.00",1
참, Yarra,2022,1 North West Metro,참,참,2022,참,June,"9,460.80","8,719","9,460.80",1
참, Mildura,2022,4 Western,참,참,2022,참,June,"9,082.80","5,179","9,082.80",1
참, Maribyrnong,2022,1 North West Metro,참,참,2022,참,June,"7,889.40","6,854","7,889.40",1
참, Justice Institutions and Immigration Facilities,2022,Justice Institutions and Immigration Facilities,거짓,참,2022,참,June,,860,,1
참, Unincorporated Vic,2022,Unincorporated Vic,거짓,참,2022,참,June,,85,,1
참, Greater Shepparton,2022,2 Eastern,참,참,2022,참,June,"8,265.40","5,688","8,265.40",1
참, Glenelg,2022,4 Western,참,참,2022,참,June,"6,280.90","1,260","6,280.90",1
참, Golden Plains,2022,4 Western,참,참,2022,참,June,"1,763.60",448,"1,763.60",1
참, Southern Grampians,2022,4 Western,참,참,2022,참,June,"4,597.80",756,"4,597.80",1
참, Baw Baw,2022,2 Eastern,참,참,2022,참,June,"4,977.30","2,958","4,977.30",1
참, Manningham,2022,2 Eastern,참,참,2022,참,June,"2,227.20","2,778","2,227.20",1
참, Bass Coast,2022,2 Eastern,참,참,2022,참,June,"5,096.30","2,137","5,096.30",1
참, Surf Coast,2022,4 Western,참,참,2022,참,June,"2,477.90",970,"2,477.90",1
참, Yarriambiack,2022,4 Western,참,참,2022,참,June,"4,804.30",308,"4,804.30",1
참, Moira,2022,2 Eastern,참,참,2022,참,June,"4,769.60","1,455","4,769.60",1
참, Ballarat,2022,4 Western,참,참,2022,참,June,"6,629.80","7,678","6,629.80",1
참, Mornington Peninsula,2022,3 Southern Metro,참,참,2022,참,June,"3,863.10","6,602","3,863.10",1
참, Mitchell,2022,2 Eastern,참,참,2022,참,June,"4,499.70","2,319","4,499.70",1
참, Wyndham,2022,1 North West Metro,참,참,2022,참,June,"3,957.90","12,173","3,957.90",1
참, Pyrenees,2022,4 Western,참,참,2022,참,June,"3,936.90",302,"3,936.90",1
참, Alpine,2022,2 Eastern,참,참,2022,참,June,"2,876.90",381,"2,876.90",1
참, Horsham,2022,4 Western,참,참,2022,참,June,"7,899.20","1,610","7,899.20",1
참, Nillumbik,2022,1 North West Metro,참,참,2022,참,June,"2,054.60","1,293","2,054.60",1
참, Hobsons Bay,2022,1 North West Metro,참,참,2022,참,June,"5,213.70","4,781","5,213.70",1
참, Whittlesea,2022,1 North West Metro,참,참,2022,참,June,"3,693.50","8,664","3,693.50",1
참, Strathbogie,2022,2 Eastern,참,참,2022,참,June,"3,521.10",406,"3,521.10",1
참, Corangamite,2022,4 Western,참,참,2022,참,June,"3,616.70",577,"3,616.70",1
참, Brimbank,2022,1 North West Metro,참,참,2022,참,June,"6,107.70","11,883","6,107.70",1
참, Banyule,2022,1 North West Metro,참,참,2022,참,June,"4,114.60","5,198","4,114.60",1
참, Mount Alexander,2022,4 Western,참,참,2022,참,June,"3,567.00",725,"3,567.00",1
참, Greater Geelong,2022,4 Western,참,참,2022,참,June,"5,309.90","14,703","5,309.90",1
참, Loddon,2022,4 Western,참,참,2022,참,June,"4,871.40",376,"4,871.40",1
참, Towong,2022,2 Eastern,참,참,2022,참,June,"2,029.40",126,"2,029.40",1
참, Darebin,2022,1 North West Metro,참,참,2022,참,June,"6,106.60","9,113","6,106.60",1
참, Wodonga,2022,2 Eastern,참,참,2022,참,June,"6,150.80","2,698","6,150.80",1
참, Mansfield,2022,2 Eastern,참,참,2022,참,June,"3,018.20",311,"3,018.20",1
참, Campaspe,2022,4 Western,참,참,2022,참,June,"6,486.40","2,511","6,486.40",1
참, Hindmarsh,2022,4 Western,참,참,2022,참,June,"4,662.90",263,"4,662.90",1
참, West Wimmera,2022,4 Western,참,참,2022,참,June,"3,454.60",136,"3,454.60",1
참, Greater Bendigo,2022,4 Western,참,참,2022,참,June,"5,981.00","7,354","5,981.00",1
참, Colac-Otway,2022,4 Western,참,참,2022,참,June,"5,253.30","1,172","5,253.30",1
참, Melton,2022,1 North West Metro,참,참,2022,참,June,"4,539.00","8,655","4,539.00",1
참, South Gippsland,2022,2 Eastern,참,참,2022,참,June,"3,907.50","1,198","3,907.50",1
참, Melbourne,2022,1 North West Metro,참,참,2022,참,June,"16,427.50","25,482","16,427.50",1
참, Hume,2022,1 North West Metro,참,참,2022,참,June,"4,702.30","11,855","4,702.30",1
참, Buloke,2022,4 Western,참,참,2022,참,June,"3,711.60",227,"3,711.60",1
참, Kingston,2022,3 Southern Metro,참,참,2022,참,June,"4,429.20","7,005","4,429.20",1
참, Glen Eira,2022,3 Southern Metro,참,참,2022,참,June,"3,439.40","5,139","3,439.40",1
참, Gannawarra,2022,4 Western,참,참,2022,참,June,"5,083.60",541,"5,083.60",1
참, Indigo,2022,2 Eastern,참,참,2022,참,June,"2,796.20",485,"2,796.20",1
참, Swan Hill,2022,4 Western,참,참,2022,참,June,"7,753.90","1,648","7,753.90",1
참, Moreland,2022,1 North West Metro,참,참,2022,참,June,"5,167.30","8,912","5,167.30",1
참, Central Goldfields,2022,4 Western,참,참,2022,참,June,"6,088.10",817,"6,088.10",1
참, Whitehorse,2022,2 Eastern,참,참,2022,참,June,"3,187.70","5,441","3,187.70",1
참, Ararat,2022,4 Western,참,참,2022,참,June,"7,609.80",902,"7,609.80",1
참, Maroondah,2022,2 Eastern,참,참,2022,참,June,"4,320.70","4,984","4,320.70",1
참, Moonee Valley,2022,1 North West Metro,참,참,2022,참,June,"4,922.30","6,015","4,922.30",1
참, Latrobe,2022,2 Eastern,참,참,2022,참,June,"9,879.40","7,651","9,879.40",1
참, Monash,2022,2 Eastern,참,참,2022,참,June,"4,378.20","8,400","4,378.20",1
참, Benalla,2022,2 Eastern,참,참,2022,참,June,"6,480.30",938,"6,480.30",1
참, Knox,2022,2 Eastern,참,참,2022,참,June,"4,038.70","6,424","4,038.70",1
참, Macedon Ranges,2022,4 Western,참,참,2022,참,June,"2,711.70","1,420","2,711.70",1
참, Greater Dandenong,2022,3 Southern Metro,참,참,2022,참,June,"7,154.10","11,358","7,154.10",1
참, Yarra Ranges,2022,2 Eastern,참,참,2022,참,June,"3,141.10","4,925","3,141.10",1
참, Frankston,2022,3 Southern Metro,참,참,2022,참,June,"5,935.40","8,322","5,935.40",1
참, Moyne,2022,4 Western,참,참,2022,참,June,"3,058.20",533,"3,058.20",1
참, Murrindindi,2022,2 Eastern,참,참,2022,참,June,"3,372.00",515,"3,372.00",1
참, Stonnington,2022,3 Southern Metro,참,참,2022,참,June,"7,506.70","7,907","7,506.70",1
참, Warrnambool,2022,4 Western,참,참,2022,참,June,"5,982.20","2,134","5,982.20",1
참, Wangaratta,2022,2 Eastern,참,참,2022,참,June,"5,451.30","1,633","5,451.30",1
